date,daily_revenue
2025-01-09,1716.01
2025-01-10,1397.85
2025-01-11,2512.16
2025-01-12,2013.65
2025-01-13,1796.09
2025-01-14,2326.33
2025-01-15,1864.8600000000001
2025-01-16,2856.95
2025-01-17,2167.75
2025-01-18,1313.12
2025-01-19,1627.71
2025-01-20,2242.61
2025-01-21,1635.97
2025-01-22,1806.96
2025-01-23,1302.74
2025-01-24,1288.42
2025-01-25,2636.57
2025-01-26,1123.92
2025-01-27,1563.21
2025-01-28,1366.19
2025-01-29,1807.44
2025-01-30,1583.58
2025-01-31,3341.9900000000002
2025-02-01,1374.52
2025-02-02,1610.23
2025-02-03,2183.85
2025-02-04,2240.62
2025-02-05,2119.77
2025-02-06,2205.45
2025-02-07,1704.76
2025-02-08,1477.67
2025-02-09,2359.89
2025-02-10,2192.73
2025-02-11,1961.75
2025-02-12,2388.14
2025-02-13,1886.22
2025-02-14,1262.39
2025-02-15,1564.52
2025-02-16,1064.18
2025-02-17,2157.16
2025-02-18,2067.7
2025-02-19,1533.42
2025-02-20,2057.04
2025-02-21,1109.55
2025-02-22,1936.92
2025-02-23,1046.12
2025-02-24,1698.61
2025-02-25,2053.56
2025-02-26,1504.93
2025-02-27,1689.02
2025-02-28,1906.7
2025-03-01,2213.45
2025-03-02,1847.67
2025-03-03,1733.06
2025-03-04,1334.98
2025-03-05,861.32
2025-03-06,1733.36
2025-03-07,1579.04
2025-03-08,1386.69
2025-03-09,1173.3600000000001
2025-03-10,1666.54
2025-03-11,1084.3899999999999
2025-03-12,1241.0900000000001
2025-03-13,1309.9099999999999
2025-03-14,1570.6399999999999
2025-03-15,1271.24
2025-03-16,1374.06
2025-03-17,1329.7
2025-03-18,1635.41
2025-03-19,2431.57
2025-03-20,882.38
2025-03-21,1169.47
2025-03-22,1555.7
2025-03-23,1520.8899999999999
2025-03-24,1871.68
2025-03-25,1842.44
2025-03-26,1767.33
2025-03-27,1366.28
2025-03-28,1103.41
2025-03-29,1775.65
2025-03-30,1106.38
2025-03-31,1162.53
2025-04-01,1409.96
2025-04-02,1406.96
2025-04-03,1233.83
2025-04-04,1503.13
2025-04-05,1483.21
2025-04-06,1177.8
2025-04-07,1467.46
2025-04-08,1396.95
2025-04-09,981.63
2025-04-10,1287.37
2025-04-11,1149.8
2025-04-12,2812.65
2025-04-13,885.47
2025-04-14,1013.5
2025-04-15,952.91
2025-04-16,1168.03
2025-04-17,1393.47
2025-04-18,903.35
2025-04-19,781.1
2025-04-20,798.25
2025-04-21,1084.17
2025-04-22,1054.16
2025-04-23,946.53
2025-04-24,1507.45
2025-04-25,658.49
2025-04-26,1447.13
2025-04-27,948.2
2025-04-28,572.72
2025-04-29,1052.59
2025-04-30,1258.05
2025-05-01,1737.55
2025-05-02,857.36
2025-05-03,945.54
2025-05-04,454.78999999999996
2025-05-05,874.81
2025-05-06,714.64
2025-05-07,736.72
2025-05-08,803.09
2025-05-09,740.85
2025-05-10,783.1999999999999
2025-05-11,1035.73
2025-05-12,1738.72
2025-05-13,1235.33
2025-05-14,992.0
2025-05-15,570.54
2025-05-16,1019.12
2025-05-17,633.85
2025-05-18,751.14
2025-05-19,700.9
2025-05-20,599.25
2025-05-21,1348.19
2025-05-22,940.66
2025-05-23,1294.21
2025-05-24,727.0
2025-05-25,587.5
2025-05-26,541.45
2025-05-27,1407.62
2025-05-28,890.54
2025-05-29,772.56
2025-05-30,687.87
2025-05-31,489.84000000000003
2025-06-01,340.54
2025-06-02,1260.54
2025-06-03,503.04
2025-06-04,467.13
2025-06-05,1164.53
2025-06-06,258.72
2025-06-07,638.23
2025-06-08,673.24
2025-06-09,899.85
2025-06-10,480.35
2025-06-11,158.5
2025-06-12,418.0
2025-06-13,333.69
2025-06-14,827.61
2025-06-15,492.2
2025-06-16,465.1
2025-06-17,219.18
2025-06-18,976.7
2025-06-19,729.0500000000001
2025-06-20,512.49
2025-06-21,1192.01
2025-06-22,328.5
2025-06-23,611.99
2025-06-24,160.7
2025-06-25,443.03
2025-06-26,629.97
2025-06-27,750.48
2025-06-28,134.7
2025-06-29,744.0
2025-06-30,537.93
2025-07-01,824.04
2025-07-02,417.79
2025-07-03,469.59999999999997
2025-07-04,259.1
2025-07-05,138.25
2025-07-06,435.27
2025-07-07,965.4
2025-07-08,243.94
2025-07-09,699.9
2025-07-10,541.0
2025-07-11,357.0
2025-07-12,179.75
2025-07-13,760.98
2025-07-14,349.65
2025-07-15,14.5
2025-07-16,674.85
2025-07-17,544.7
2025-07-18,346.9
2025-07-19,376.58
2025-07-20,413.9
2025-07-21,626.97
2025-07-22,516.48
2025-07-23,467.84
2025-07-24,478.69
2025-07-25,388.12
2025-07-26,194.99
2025-07-27,942.35
2025-07-28,974.24
2025-07-29,25.5
2025-07-30,117.2
2025-07-31,127.78999999999999
2025-08-01,564.3299999999999
2025-08-02,342.99
2025-08-03,298.49
2025-08-04,796.38
2025-08-05,422.78999999999996
2025-08-06,172.2
2025-08-07,135.0
2025-08-08,377.4
2025-08-09,228.98
2025-08-10,538.0
2025-08-11,53.0
2025-08-12,175.9
2025-08-13,606.19
2025-08-14,195.05
2025-08-15,148.6
2025-08-16,254.7
2025-08-17,325.25
2025-08-18,379.5
2025-08-19,410.08
2025-08-20,217.4
2025-08-21,212.2
2025-08-22,85.0
2025-08-23,121.9
2025-08-24,409.02
2025-08-25,280.6
2025-08-26,465.96999999999997
2025-08-27,174.48000000000002
2025-08-28,707.26
2025-08-29,211.3
2025-08-30,279.2
2025-08-31,142.49
2025-09-01,143.5
2025-09-02,59.5
2025-09-03,79.4
2025-09-04,170.25
2025-09-05,120.59
2025-09-06,255.85
2025-09-07,320.45
2025-09-08,439.5
2025-09-09,122.75
2025-09-11,74.99
2025-09-12,59.4
2025-09-13,221.25
2025-09-14,171.70999999999998
2025-09-15,54.0
2025-09-16,169.8
2025-09-17,56.5
2025-09-18,80.99
2025-09-19,219.99
2025-09-20,55.24
2025-09-22,455.5
2025-09-23,49.8
2025-09-24,88.5
2025-09-25,118.75
2025-09-26,175.75
2025-09-27,111.75
2025-09-28,238.3
2025-09-29,49.0
2025-10-02,47.4
2025-10-03,102.6
2025-10-04,35.98
2025-10-06,187.4
2025-10-07,145.5
2025-10-12,27.0
2025-10-14,321.4
2025-10-17,65.5
2025-10-18,87.6
2025-10-20,68.5
2025-10-25,139.8
2025-10-26,152.48
2025-10-29,44.7
2025-11-01,75.5
2025-11-02,224.0
2025-11-04,90.6
2025-11-05,64.25
2025-11-12,71.0
2025-12-01,73.99
2025-12-04,101.25
2025-12-05,42.6
